X Y
41.360203 -124.076856
41.348308 -124.079145
41.338657 -124.082193
41.330864 -124.084135
41.326762 -124.084481
41.323999 -124.085526
41.322595 -124.086659
41.321623 -124.088432
41.319400 -124.087063
41.317134 -124.086915
41.312535 -124.088453
41.306124 -124.089872
41.302929 -124.090276
41.299690 -124.091901
41.297855 -124.092394
41.295976 -124.094107
41.293732 -124.093349
41.291012 -124.093172
41.288724 -124.093635
41.284601 -124.094590
41.284147 -124.094560
41.279571 -124.095486
41.275426 -124.097051
41.272187 -124.098676
41.269423 -124.099719
41.266207 -124.100733
41.264372 -124.101225
41.261630 -124.101658
41.258458 -124.101451
41.254334 -124.102405
41.246972 -124.104983
41.240970 -124.107649
41.238185 -124.109302
41.237256 -124.109853
41.235421 -124.110344
41.232724 -124.109557
41.230911 -124.109438
41.228169 -124.109870
41.223118 -124.111375
41.216209 -124.113980
41.208394 -124.116525
41.197793 -124.120722
41.186242 -124.126077
41.177476 -124.129779
41.170092 -124.132961
41.164565 -124.135042
41.157657 -124.137643
41.151654 -124.140303
41.147078 -124.141224
41.143795 -124.144062
41.140987 -124.146320
41.139992 -124.148697
41.139450 -124.151105
41.139814 -124.153571
41.140632 -124.156068
41.140587 -124.157287
41.140974 -124.159144
41.140454 -124.160942
41.139481 -124.162710
41.138077 -124.163839
41.137148 -124.164388
41.134904 -124.163629
41.133545 -124.163540
41.132163 -124.164059
41.130328 -124.164549
41.129377 -124.165707
41.128448 -124.166256
41.126658 -124.165527
41.123597 -124.162272
41.121375 -124.160905
41.120038 -124.160206
41.117705 -124.161884
41.115484 -124.160516
41.114102 -124.161035
41.113196 -124.160976
41.111383 -124.160856
41.110432 -124.162014
41.108144 -124.162474
41.107238 -124.162414
41.104994 -124.161655
41.104043 -124.162814
41.102661 -124.163333
41.101733 -124.163882
41.100782 -124.165040
41.099422 -124.164950
41.099467 -124.163732
41.098152 -124.162425
41.095931 -124.161058
41.093665 -124.160908
41.091443 -124.159541
41.090128 -124.158234
41.088813 -124.156927
41.087498 -124.155619
41.086569 -124.156169
41.085641 -124.156718
41.085574 -124.158544
41.085077 -124.159732
41.083695 -124.160251
41.082380 -124.158944
41.081971 -124.157696
41.079705 -124.157547
41.077893 -124.157428
41.076058 -124.157917
41.073272 -124.159564
41.071437 -124.160053
41.069624 -124.159934
41.068287 -124.159235
41.066950 -124.158537
41.066519 -124.157899
41.066586 -124.156073
41.066652 -124.154247
41.065359 -124.152332
41.063116 -124.151574
41.061347 -124.150238
41.059037 -124.151306
41.055798 -124.152923
41.054372 -124.154659
41.053013 -124.154569
41.051676 -124.153871
41.050814 -124.152595
41.049930 -124.151926
41.050427 -124.150739
41.051378 -124.149582
41.052759 -124.149063
41.054119 -124.149152
41.055070 -124.147995
41.056518 -124.145650
41.056607 -124.143216
41.056242 -124.140752
41.053678 -124.136314
41.048505 -124.128656
41.045853 -124.126652
41.043631 -124.125287
41.041453 -124.122706
41.039663 -124.121979
41.037419 -124.121222
41.035175 -124.120466
41.033860 -124.119160
41.032091 -124.117825
41.030776 -124.116520
41.030367 -124.115274
41.029504 -124.113998
41.028123 -124.114518
41.026763 -124.114429
41.024000 -124.115468
41.021757 -124.114712
41.019944 -124.114594
41.018109 -124.115084
41.014915 -124.115485
41.011721 -124.115886
41.006261 -124.116140
41.001232 -124.117031
40.997132 -124.117373
40.993485 -124.117744
40.991175 -124.118812
40.990247 -124.119361
40.987506 -124.119792
40.983383 -124.120741
40.975117 -124.123248
40.965059 -124.125028
40.954958 -124.128023
40.943453 -124.132143
40.935617 -124.135285
40.934711 -124.135225
40.926919 -124.137151
40.917724 -124.140202
40.912198 -124.142275
40.903887 -124.145991
40.895123 -124.149677
40.886856 -124.152177
40.882667 -124.154945
40.880788 -124.156647
40.878931 -124.157742
40.876213 -124.157563
40.873880 -124.159235
40.871095 -124.160877
40.864619 -124.164101
40.850239 -124.172279
40.837693 -124.179966
40.827004 -124.186557
40.816293 -124.193753
40.811628 -124.197091
40.804177 -124.202069
40.792038 -124.210988
40.785991 -124.214841
40.782254 -124.217631
40.777588 -124.220966
40.772017 -124.224241
40.765924 -124.229303
40.763093 -124.232152
40.761326 -124.230820
40.758833 -124.224579
40.758969 -124.220943
40.761754 -124.219306
40.763567 -124.219426
40.767802 -124.215455
40.770587 -124.213817
40.773100 -124.207301
40.777267 -124.205147
40.779169 -124.202842
40.781071 -124.200538
40.783403 -124.198869
40.786189 -124.197231
40.789881 -124.195652
40.796766 -124.193677
40.802292 -124.191611
40.804625 -124.189942
40.807455 -124.187089
40.810738 -124.184267
40.814519 -124.180261
40.817959 -124.173193
40.821717 -124.169792
40.824094 -124.166909
40.830526 -124.164900
40.835621 -124.162194
40.839379 -124.158793
40.851337 -124.154712
40.854167 -124.151857
40.856974 -124.149608
40.861030 -124.150482
40.862002 -124.148721
40.862500 -124.147537
40.862268 -124.141439
40.862876 -124.137220
40.860246 -124.134615
40.858909 -124.133919
40.856710 -124.131951
40.856433 -124.127067
40.852941 -124.123189
40.851261 -124.119430
40.850852 -124.118187
40.853747 -124.113510
40.855713 -124.109380
40.857680 -124.105250
40.856474 -124.100914
40.855290 -124.095971
40.853975 -124.094669
40.849013 -124.093740
40.846769 -124.092986
40.846879 -124.089953
40.846944 -124.088132
40.836998 -124.086881
40.832445 -124.087194
40.826920 -124.089269
40.823164 -124.092674
40.813941 -124.109098
40.813400 -124.111494
40.812859 -124.113890
40.811842 -124.116864
40.810439 -124.117988
40.808085 -124.120266
40.807566 -124.122056
40.806329 -124.131093
40.808583 -124.144005
40.809014 -124.144641
40.806691 -124.158470
40.809454 -124.157435
40.810293 -124.159314
40.808734 -124.164683
40.804909 -124.169902
40.800838 -124.181790
40.792845 -124.189163
40.789674 -124.188953
40.786480 -124.189350
40.779460 -124.194963
40.776675 -124.196601
40.769812 -124.197970
40.764873 -124.196428
40.766551 -124.200184
40.769224 -124.201576
40.770539 -124.202878
40.768681 -124.203970
40.766847 -124.204456
40.757014 -124.200160
40.754296 -124.199980
40.749201 -124.202680
40.743584 -124.207166
40.741207 -124.210045
40.739443 -124.220859
40.738016 -124.222586
40.735343 -124.221194
40.734958 -124.219347
40.735954 -124.216984
40.734187 -124.215652
40.729499 -124.219591
40.727664 -124.220077
40.725807 -124.221167
40.724856 -124.222319
40.722546 -124.223379
40.721164 -124.223895
40.718060 -124.221867
40.708274 -124.216360
40.703811 -124.214243
40.701523 -124.214698
40.700074 -124.217030
40.698060 -124.222358
40.695750 -124.223419
40.693349 -124.226901
40.690563 -124.228536
40.683881 -124.225057
40.684244 -124.227509
40.685037 -124.230595
40.687710 -124.231987
40.688979 -124.234499
40.689386 -124.235740
40.690972 -124.241915
40.692603 -124.246879
40.692875 -124.251752
40.694053 -124.256686
40.695207 -124.262226
40.697450 -124.262983
40.698672 -124.266707
40.699578 -124.266767
40.701390 -124.266889
40.702795 -124.265769
40.703339 -124.263378
40.705196 -124.262288
40.706986 -124.263015
40.708322 -124.263712
40.711131 -124.261472
40.715797 -124.258142
40.722367 -124.252511
40.727033 -124.249180
40.729910 -124.245122
40.736410 -124.241305
40.739695 -124.238488
40.743047 -124.233853
40.744043 -124.231490
40.744111 -124.229673
40.742389 -124.227129
40.743340 -124.225977
40.745129 -124.226704
40.746919 -124.227430
40.747780 -124.228702
40.753104 -124.232094
40.754825 -124.234638
40.754327 -124.235820
40.749208 -124.239123
40.746014 -124.239517
40.742300 -124.241698
40.736229 -124.246151
40.721732 -124.257326
40.708661 -124.266770
40.701186 -124.272338
40.694186 -124.277330
40.689020 -124.281838
40.685712 -124.285257
40.681045 -124.288583
40.671802 -124.292814
40.661132 -124.298768
40.653179 -124.304904
40.645295 -124.309223
40.639675 -124.313695
40.635008 -124.317017
40.631722 -124.319827
40.629434 -124.320278
40.627645 -124.319551
40.627737 -124.317131
40.630501 -124.316106
40.633741 -124.314506
40.636527 -124.312875
40.640696 -124.310731
40.644888 -124.307982
40.646768 -124.306290
40.649601 -124.303449
40.648718 -124.302783
40.646453 -124.302630
40.642307 -124.304169
40.639521 -124.305800
40.637663 -124.306887
40.636849 -124.304407
40.637347 -124.303227
40.636986 -124.300777
40.636195 -124.297692
40.635380 -124.295211
40.634611 -124.291521
40.634680 -124.289706
40.633797 -124.289040
40.632008 -124.288313
40.631056 -124.289462
40.630104 -124.290611
40.629153 -124.291759
40.626343 -124.293995
40.625369 -124.295749
40.624394 -124.297502
40.622628 -124.296170
40.621745 -124.295504
40.620363 -124.296017
40.619887 -124.296592
40.619366 -124.298375
40.619773 -124.299615
40.620610 -124.301491
40.620994 -124.303336
40.622783 -124.304063
40.624549 -124.305395
40.624979 -124.306030
40.625387 -124.307270
40.625725 -124.310325
40.625180 -124.312714
40.625541 -124.315163
40.625449 -124.317583
40.623952 -124.321119
40.623046 -124.321058
40.621165 -124.322749
40.619760 -124.323867
40.617834 -124.326767
40.615500 -124.328428
40.612736 -124.329453
40.608091 -124.332168
40.598325 -124.338172
40.590463 -124.341880
40.583530 -124.345044
40.574739 -124.349293
40.567283 -124.354238
40.562185 -124.356920
40.556657 -124.358966
40.548818 -124.362065
40.542338 -124.365256
40.533500 -124.370708
40.525591 -124.375617
40.519516 -124.380045
40.516276 -124.381639
40.513442 -124.384472
40.510202 -124.386066
40.509272 -124.386608
40.507937 -124.385911
40.506601 -124.385214
40.505649 -124.386359
40.504267 -124.386869
40.502479 -124.386141
40.501166 -124.384841
40.499401 -124.383509
40.498496 -124.383447
40.496231 -124.383292
40.493943 -124.383740
40.489321 -124.385844
40.483386 -124.386648
40.476499 -124.388596
40.473712 -124.390220
40.470018 -124.391781
40.461726 -124.394842
40.454246 -124.400378
40.446336 -124.405278
40.441667 -124.408585
40.438426 -124.410177
40.436615 -124.410052
40.435326 -124.408149
40.434038 -124.406246
40.432772 -124.403740
40.430102 -124.402347
40.428290 -124.402222
40.426432 -124.403304
40.423262 -124.403086
40.421021 -124.402327
40.418826 -124.400362
40.416609 -124.399001
40.414867 -124.397067
40.412196 -124.395675
40.410455 -124.393742
40.408214 -124.392983
40.405996 -124.391622
40.404231 -124.390292
40.402489 -124.388359
40.401224 -124.385855
40.399935 -124.383953
40.397358 -124.380150
40.394733 -124.377553
40.392562 -124.374987
40.389914 -124.372993
40.388602 -124.371694
40.385931 -124.370303
40.382807 -124.368881
40.378801 -124.366795
40.374771 -124.365312
40.370695 -124.365034
40.363472 -124.363937
40.354891 -124.362748
40.349886 -124.363012
40.346286 -124.362162
40.341780 -124.361252
40.339063 -124.361066
40.337275 -124.360341
40.335510 -124.359013
40.334244 -124.356511
40.331619 -124.353917
40.329854 -124.352589
40.327160 -124.351802
40.324036 -124.350382
40.320436 -124.349534
40.317312 -124.348114
40.314096 -124.349104
40.311831 -124.348950
40.309497 -124.350602
40.307187 -124.351653
40.304876 -124.352703
40.302113 -124.353723
40.298873 -124.355313
40.296109 -124.356333
40.293868 -124.355577
40.291581 -124.356025
40.288771 -124.358248
40.282768 -124.360857
40.278169 -124.362354
40.275429 -124.362771
40.270424 -124.363034
40.267730 -124.362247
40.265013 -124.362062
40.263655 -124.361970
40.262250 -124.363081
40.260868 -124.363590
40.259962 -124.363529
40.257767 -124.361569
40.256455 -124.360274
40.255189 -124.357775
40.253041 -124.354613
40.250393 -124.352623
40.247769 -124.350032
40.245574 -124.348074
40.242205 -124.341211
40.240624 -124.335073
40.238068 -124.330679
40.236349 -124.328150
40.234630 -124.325622
40.231506 -124.324205
40.229310 -124.322248
40.227522 -124.321524
40.225756 -124.320199
40.224421 -124.319507
40.223131 -124.317611
40.220575 -124.313218
40.215846 -124.306268
40.210663 -124.299289
40.207631 -124.295468
40.205028 -124.292280
40.202878 -124.289122
40.201633 -124.286025
40.200389 -124.282928
40.197831 -124.278538
40.196156 -124.274810
40.193146 -124.270390
40.190972 -124.267834
40.189252 -124.265309
40.187078 -124.262754
40.184905 -124.260199
40.183161 -124.258275
40.181939 -124.254578
40.180263 -124.250851
40.176527 -124.241565
40.173175 -124.234113
40.169258 -124.229637
40.167514 -124.227714
40.164932 -124.223929
40.163686 -124.220835
40.161511 -124.218282
40.158499 -124.213867
40.155441 -124.210654
40.151930 -124.207411
40.149303 -124.204829
40.146653 -124.202848
40.144003 -124.200867
40.140945 -124.197655
40.136981 -124.194384
40.133062 -124.189912
40.130004 -124.186701
40.129277 -124.181837
40.127577 -124.178715
40.125855 -124.176194
40.123746 -124.171842
40.123449 -124.167608
40.121860 -124.161484
40.120635 -124.157792
40.118504 -124.154042
40.117278 -124.150350
40.117367 -124.147948
40.116594 -124.144286
40.114551 -124.138133
40.112939 -124.132611
40.110464 -124.125830
40.107879 -124.122051
40.106609 -124.119562
40.105769 -124.117702
40.104543 -124.114012
40.103294 -124.110922
40.101526 -124.109604
40.098444 -124.106999
40.094456 -124.104335
40.090556 -124.099270
40.087042 -124.096036
40.083938 -124.094032
40.082148 -124.093315
40.081286 -124.092057
40.080446 -124.090198
40.079153 -124.088310
40.076027 -124.086906
40.071585 -124.084216
40.065785 -124.081439
40.062184 -124.080607
40.056750 -124.080259
40.051746 -124.080541
40.047648 -124.080881
40.043120 -124.080591
40.040381 -124.081018
40.039044 -124.080331
40.036758 -124.080786
40.036370 -124.078957
40.034106 -124.078813
40.032229 -124.080497
40.031323 -124.080439
40.029555 -124.079123
40.027356 -124.077179
40.023799 -124.075149
40.020329 -124.070719
40.019488 -124.068862
40.019985 -124.067691
40.021840 -124.066607
40.023242 -124.065494
40.023804 -124.062524
40.024365 -124.059554
40.022706 -124.055240
40.019753 -124.049041
40.016778 -124.043442
40.015528 -124.040357
40.012466 -124.037158
40.006385 -124.029561
40.002460 -124.025106
39.999851 -124.021936
39.997176 -124.020566
39.994955 -124.019224
39.993165 -124.018510
39.991461 -124.015398
39.988442 -124.011002
39.983654 -124.005294
39.979254 -124.001412
39.976601 -123.999444
39.973517 -123.996847
39.971769 -123.994936
39.969612 -123.991797
39.968361 -123.988715
39.965362 -123.983722
39.961845 -123.980499
39.958329 -123.977276
39.953907 -123.973998
39.949485 -123.970719
39.945905 -123.969295
39.942388 -123.966074
39.937966 -123.962796
39.935744 -123.961458
39.932616 -123.960062
39.930394 -123.958724
39.926814 -123.957301
39.925066 -123.955391
39.922413 -123.953425
39.919823 -123.949663
39.916433 -123.942850
39.914338 -123.937919
39.912632 -123.934812
39.910948 -123.931107
39.908768 -123.928572
39.906093 -123.927206
39.902059 -123.925757
39.897572 -123.924281
39.889526 -123.920785
39.887325 -123.918850
39.884671 -123.916886
39.882448 -123.915550
39.878846 -123.914728
39.876150 -123.913963
39.873022 -123.912571
39.868578 -123.909899
39.866787 -123.909189
39.863701 -123.906600
39.861932 -123.905292
39.860615 -123.904012
39.860204 -123.902787
39.859382 -123.900338
39.857571 -123.900227
39.856686 -123.899573
39.856296 -123.897750
39.855453 -123.895899
39.854631 -123.893450
39.853315 -123.892170
39.851977 -123.891489
39.849385 -123.887732
39.845497 -123.882098
39.841714 -123.873473
39.838383 -123.864876
39.836758 -123.859381
39.835524 -123.855709
39.833796 -123.853206
39.831594 -123.851274
39.828939 -123.849315
39.825357 -123.847899
39.822208 -123.847110
39.819058 -123.846320
39.816794 -123.846183
39.814550 -123.845448
39.812739 -123.845338
39.810474 -123.845201
39.809548 -123.845745
39.808189 -123.845663
39.806851 -123.844983
39.805966 -123.844330
39.803311 -123.842372
39.797465 -123.840820
39.792072 -123.839296
39.787111 -123.838398
39.782129 -123.838097
39.778074 -123.837254
39.774904 -123.837063
39.771281 -123.836844
39.767164 -123.837794
39.763067 -123.838146
39.759876 -123.838553
39.756727 -123.837764
39.754030 -123.837003
39.751334 -123.836241
39.749131 -123.834312
39.746456 -123.832953
39.743327 -123.831567
39.740610 -123.831404
39.739251 -123.831322
39.737398 -123.832408
39.736904 -123.833576
39.736101 -123.830534
39.734331 -123.829230
39.732067 -123.829094
39.730688 -123.829609
39.728814 -123.831293
39.726982 -123.831781
39.724738 -123.831048
39.722515 -123.829717
39.720766 -123.827816
39.717781 -123.822249
39.713068 -123.814185
39.710494 -123.809842
39.708292 -123.807914
39.706068 -123.806584
39.703413 -123.804630
39.701148 -123.804495
39.698884 -123.804360
39.697546 -123.803681
39.696249 -123.801809
39.694952 -123.799936
39.691864 -123.797358
39.690093 -123.796056
39.686511 -123.794646
39.682929 -123.793236
39.678874 -123.792396
39.674798 -123.792153
39.671175 -123.791937
39.667985 -123.792345
39.666173 -123.792237
39.664876 -123.790366
39.663105 -123.789064
39.661335 -123.787762
39.658618 -123.787601
39.655921 -123.786842
39.653657 -123.786708
39.649601 -123.785868
39.645113 -123.784406
39.642829 -123.784868
39.639597 -123.786469
39.637313 -123.786931
39.634595 -123.786770
39.631919 -123.785415
39.628749 -123.785226
39.626938 -123.785119
39.626444 -123.786285
39.625518 -123.786828
39.624221 -123.784957
39.623335 -123.784307
39.621071 -123.784172
39.618848 -123.782845
39.613393 -123.783118
39.610162 -123.784719
39.607836 -123.786374
39.607363 -123.786944
39.605943 -123.788652
39.604131 -123.788544
39.601414 -123.788383
39.597832 -123.786975
39.596041 -123.786271
39.593797 -123.785540
39.592480 -123.784267
39.588939 -123.781666
39.586735 -123.779743
39.584553 -123.777224
39.582762 -123.776520
39.579551 -123.777525
39.578172 -123.778040
39.576381 -123.777337
39.574590 -123.776633
39.574178 -123.775414
39.573333 -123.773572
39.569731 -123.772761
39.568825 -123.772708
39.567528 -123.770839
39.564872 -123.768890
39.563101 -123.767590
39.560837 -123.767456
39.557214 -123.767242
39.554456 -123.768273
39.549434 -123.769171
39.540296 -123.771019
39.533874 -123.773027
39.527000 -123.775008
39.520538 -123.778206
39.515434 -123.781485
39.508498 -123.785252
39.502489 -123.788476
39.499710 -123.790101
39.496952 -123.791131
39.494174 -123.792756
39.490449 -123.795518
39.489502 -123.796655
39.488967 -123.799010
39.488906 -123.800796
39.488865 -123.801987
39.488351 -123.803746
39.487898 -123.803719
39.487013 -123.803070
39.486148 -123.801825
39.485242 -123.801771
39.483884 -123.801690
39.481599 -123.802151
39.479747 -123.803233
39.477030 -123.803072
39.474313 -123.802910
39.472028 -123.803370
39.470649 -123.803885
39.470608 -123.805075
39.470114 -123.806239
39.469167 -123.807375
39.467356 -123.807267
39.465545 -123.807159
39.464207 -123.806483
39.463733 -123.807051
39.462807 -123.807593
39.461860 -123.808729
39.460502 -123.808648
39.458670 -123.809135
39.456859 -123.809027
39.455439 -123.810732
39.454059 -123.811246
39.453113 -123.812382
39.452186 -123.812923
39.450849 -123.812247
39.449490 -123.812166
39.446732 -123.813194
39.445785 -123.814330
39.444427 -123.814249
39.443089 -123.813573
39.441319 -123.812274
39.440413 -123.812220
39.439466 -123.813356
39.438972 -123.814519
39.438478 -123.815683
39.438437 -123.816873
39.438849 -123.818090
39.437902 -123.819226
39.437017 -123.818576
39.436111 -123.818522
39.435247 -123.817278
39.433929 -123.816007
39.433003 -123.816548
39.431665 -123.815872
39.430760 -123.815818
39.430821 -123.814033
39.430410 -123.812816
39.429998 -123.811599
39.428701 -123.809733
39.427363 -123.809057
39.426890 -123.809625
39.425037 -123.810707
39.425429 -123.812519
39.425346 -123.814898
39.424852 -123.816061
39.424379 -123.816629
39.423432 -123.817765
39.422547 -123.817116
39.421209 -123.816440
39.419892 -123.815169
39.418122 -123.813871
39.415425 -123.813114
39.412214 -123.814115
39.410383 -123.814601
39.409003 -123.815115
39.408509 -123.816278
39.408016 -123.817440
39.407522 -123.818603
39.406101 -123.820306
39.405196 -123.820252
39.403858 -123.819576
39.402499 -123.819495
39.400688 -123.819386
39.398877 -123.819278
39.397971 -123.819224
39.397477 -123.820386
39.396160 -123.819116
39.395295 -123.817873
39.393957 -123.817197
39.392640 -123.815926
39.392146 -123.817089
39.392126 -123.817683
39.391199 -123.818224
39.390294 -123.818170
39.389429 -123.816927
39.388524 -123.816872
39.387145 -123.817386
39.386198 -123.818521
39.384819 -123.819035
39.382514 -123.820088
39.381155 -123.820007
39.379776 -123.820521
39.378912 -123.819278
39.377121 -123.818575
39.376236 -123.817926
39.375310 -123.818467
39.374836 -123.819034
39.373931 -123.818980
39.373478 -123.818953
39.373046 -123.818332
39.372140 -123.818278
39.369793 -123.820520
39.369279 -123.822277
39.368785 -123.823438
39.368291 -123.824600
39.366479 -123.824492
39.365636 -123.822655
39.364298 -123.821979
39.363001 -123.820115
39.361704 -123.818250
39.361272 -123.817629
39.359914 -123.817548
39.359420 -123.818709
39.359831 -123.819925
39.360675 -123.821763
39.361540 -123.823005
39.360593 -123.824140
39.359255 -123.823465
39.357464 -123.822762
39.355242 -123.821438
39.353883 -123.821357
39.352957 -123.821897
39.352463 -123.823059
39.351475 -123.825382
39.350096 -123.825895
39.348284 -123.825787
39.346041 -123.825057
39.344292 -123.823166
39.342974 -123.821896
39.342110 -123.820654
39.340340 -123.819357
39.338590 -123.817467
39.338138 -123.817440
39.336800 -123.816764
39.335009 -123.816062
39.334103 -123.816008
39.332766 -123.815333
39.331901 -123.814091
39.330584 -123.812821
39.329266 -123.811552
39.328361 -123.811498
39.327476 -123.810850
39.327517 -123.809662
39.328031 -123.807907
39.328546 -123.806151
39.327661 -123.805503
39.326343 -123.804234
39.325438 -123.804180
39.323565 -123.805855
39.322659 -123.805801
39.321795 -123.804559
39.320930 -123.803317
39.319613 -123.802048
39.317842 -123.800752
39.315599 -123.800024
39.314220 -123.800537
39.313253 -123.802265
39.312738 -123.804021
39.312183 -123.806963
39.311195 -123.809286
39.308849 -123.811527
39.305679 -123.811338
39.303436 -123.810609
39.301727 -123.807532
39.300451 -123.805075
39.300965 -123.803321
39.301480 -123.801566
39.301932 -123.801593
39.302426 -123.800432
39.301582 -123.798596
39.302529 -123.797462
39.302570 -123.796275
39.301725 -123.794439
39.300840 -123.793791
